latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-13.0233,132.9405,304,3.2,1.7,2019/8/1,1312,Terra,MODIS,58,6.3,293.4,25,N,0
-13.1158,132.9033,304.3,3.2,1.7,2019/8/1,1312,Terra,MODIS,59,6.3,293.9,28,N,0
-11.4605,130.5216,315.8,4.6,2,2019/8/1,1312,Terra,MODIS,89,6.3,290.7,126.4,N,0
-32.4471,116.163,302.8,1.6,1.2,2019/8/1,1445,Terra,MODIS,51,6.3,281.1,15.6,N,0
-16.0666,125.893,301.2,3,1.6,2019/8/1,1449,Terra,MODIS,30,6.3,288.3,22.8,N,0
-14.233,130.727,306.9,2.4,1.5,2019/8/1,1615,Aqua,MODIS,68,6.3,291.1,25.9,N,0
-14.2292,130.7049,316.8,2.4,1.5,2019/8/1,1615,Aqua,MODIS,94,6.3,292,53.3,N,0
-13.1196,132.922,305.2,1.7,1.3,2019/8/1,1615,Aqua,MODIS,63,6.3,291.9,14.7,N,0
-13.117,132.9063,301.2,1.8,1.3,2019/8/1,1615,Aqua,MODIS,39,6.3,290.4,9.6,N,0
-13.0525,132.9231,301.4,1.8,1.3,2019/8/1,1615,Aqua,MODIS,27,6.3,290.9,8.7,N,0
-13.0117,132.9653,304.9,1.7,1.3,2019/8/1,1615,Aqua,MODIS,57,6.3,292.1,13.1,N,0
-12.977,132.9714,305.5,1.7,1.3,2019/8/1,1615,Aqua,MODIS,65,6.3,291.7,15.4,N,0
-12.9743,132.9554,301.7,1.7,1.3,2019/8/1,1615,Aqua,MODIS,43,6.3,291.4,10.2,N,0
-11.4235,130.4807,302.6,2.9,1.6,2019/8/1,1615,Aqua,MODIS,50,6.3,291,25.6,N,0
-11.421,130.4861,304.6,2.9,1.6,2019/8/1,1615,Aqua,MODIS,61,6.3,291.3,32,N,0
-15.7602,137.0482,300.3,1,1,2019/8/1,1615,Aqua,MODIS,24,6.3,287.1,5.7,N,0
-15.7712,136.9987,326.7,1,1,2019/8/1,1615,Aqua,MODIS,100,6.3,290.9,26.4,N,0
-14.6203,130.6227,308.8,2.4,1.5,2019/8/1,1615,Aqua,MODIS,49,6.3,291.2,31.1,N,0
-14.6378,130.6431,305.2,2.4,1.5,2019/8/1,1615,Aqua,MODIS,22,6.3,291.6,21.5,N,0
-14.2859,130.7349,301.3,2.4,1.5,2019/8/1,1615,Aqua,MODIS,40,6.3,290.6,16.4,N,0
-14.2282,130.723,311,2.4,1.5,2019/8/1,1615,Aqua,MODIS,81,6.3,291.6,36.9,N,0
-14.2242,130.7007,309.4,2.4,1.5,2019/8/1,1615,Aqua,MODIS,77,6.3,291.4,33.1,N,0
-16.1354,136.7244,302.4,1,1,2019/8/1,1616,Aqua,MODIS,28,6.3,286.7,6.2,N,0
-15.7816,137.0067,311.3,1,1,2019/8/1,1616,Aqua,MODIS,82,6.3,290.1,11.7,N,0
-15.0086,131.7782,301.7,2,1.4,2019/8/1,1616,Aqua,MODIS,43,6.3,290.2,13.7,N,0
-16.1452,136.7267,304.8,1,1,2019/8/1,1616,Aqua,MODIS,62,6.3,286.7,8.3,N,0
-15.1785,129.9115,304.9,2.7,1.6,2019/8/1,1616,Aqua,MODIS,62,6.3,293.5,24.9,N,0
-15.1826,129.9346,319.3,2.7,1.6,2019/8/1,1616,Aqua,MODIS,98,6.3,293.7,70.6,N,0
-15.1737,129.9314,310.9,2.7,1.6,2019/8/1,1616,Aqua,MODIS,81,6.3,292.1,39,N,0
-15.1877,129.9285,307.8,2.7,1.6,2019/8/1,1616,Aqua,MODIS,73,6.3,293.2,31.9,N,0
-15.503,130.6239,306.4,2.3,1.5,2019/8/1,1616,Aqua,MODIS,41,6.3,292.4,22.2,N,0
-15.4997,130.6191,306.7,2.3,1.5,2019/8/1,1616,Aqua,MODIS,34,6.3,292,22.8,N,0
-20.7922,119.449,303.3,2.6,1.5,2019/8/1,1755,Aqua,MODIS,54,6.3,287.9,24.3,N,0
-23.3644,146.7548,331.4,1.9,1.3,2019/8/2,4,Terra,MODIS,86,6.3,294.4,70,D,0
-27.761,148.4035,312,1.2,1.1,2019/8/2,5,Terra,MODIS,44,6.3,295.7,8.7,D,0
-24.9392,149.6866,319.5,1.2,1.1,2019/8/2,5,Terra,MODIS,79,6.3,294,19,D,0
-26.8312,151.9025,301.7,1,1,2019/8/2,5,Terra,MODIS,28,6.3,289.6,3.7,D,0
-27.8513,149.1812,307,1.1,1.1,2019/8/2,5,Terra,MODIS,53,6.3,292.9,7.7,D,0
-27.1854,148.6423,333.1,1.2,1.1,2019/8/2,5,Terra,MODIS,87,6.3,293.6,40.9,D,0
-27.1953,148.6402,328.5,1.2,1.1,2019/8/2,5,Terra,MODIS,85,6.3,294.7,32.9,D,0
-27.2172,148.6483,349,1.2,1.1,2019/8/2,5,Terra,MODIS,95,6.3,297,76.9,D,0
-27.2193,148.6607,341.5,1.2,1.1,2019/8/2,5,Terra,MODIS,92,6.3,294.4,57.3,D,0
-27.2271,148.6462,319,1.2,1.1,2019/8/2,5,Terra,MODIS,77,6.3,295.6,18.6,D,0
-27.2292,148.6586,326.3,1.2,1.1,2019/8/2,5,Terra,MODIS,83,6.3,296,29,D,0
-27.5546,148.8236,308.7,1.2,1.1,2019/8/2,5,Terra,MODIS,54,6.3,293.9,6.7,D,0
-27.7697,148.3956,311.7,1.2,1.1,2019/8/2,5,Terra,MODIS,49,6.3,295.3,8.2,D,0
-29.112,150.066,309,1,1,2019/8/2,6,Terra,MODIS,60,6.3,297.3,5.1,D,0
-28.5513,149.8406,308.1,1.1,1,2019/8/2,6,Terra,MODIS,59,6.3,295.9,4.8,D,0
-28.5496,149.8298,310.4,1.1,1,2019/8/2,6,Terra,MODIS,65,6.3,296.1,6.6,D,0
-28.4773,149.8556,309.1,1.1,1,2019/8/2,6,Terra,MODIS,62,6.3,295.1,5.8,D,0
-29.4444,150.5449,309.5,1,1,2019/8/2,6,Terra,MODIS,63,6.3,295.3,6.6,D,0
-31.3054,151.3606,310.1,1,1,2019/8/2,6,Terra,MODIS,69,6.3,288.3,10.9,D,0
-30.3141,148.0066,304.9,1.2,1.1,2019/8/2,6,Terra,MODIS,55,6.3,293.7,4.1,D,0
-30.9368,152.3981,304.1,1,1,2019/8/2,6,Terra,MODIS,55,6.3,288.3,6.9,D,0
-30.31,148.9637,304.7,1.1,1,2019/8/2,6,Terra,MODIS,33,6.3,293.8,3.6,D,0
-30.3669,149.9539,304.5,1,1,2019/8/2,6,Terra,MODIS,44,6.3,293.2,4.1,D,0
-30.3461,152.1767,304.2,1,1,2019/8/2,6,Terra,MODIS,51,6.3,288.4,5.2,D,0
-29.8435,151.2999,305.6,1,1,2019/8/2,6,Terra,MODIS,41,6.3,294.2,3.9,D,0
-29.8224,151.2826,308.1,1,1,2019/8/2,6,Terra,MODIS,60,6.3,293.4,5.7,D,0
-29.7975,152.5318,304.4,1,1,2019/8/2,6,Terra,MODIS,59,6.3,287.1,7.3,D,0
-29.4428,150.5345,331.5,1,1,2019/8/2,6,Terra,MODIS,87,6.3,295.3,28.9,D,0
-29.4338,150.5364,325.9,1,1,2019/8/2,6,Terra,MODIS,83,6.3,295.7,21.6,D,0
-29.2555,150.4549,312.5,1,1,2019/8/2,6,Terra,MODIS,69,6.3,297.5,7.3,D,0
-29.2539,150.4445,317.4,1,1,2019/8/2,6,Terra,MODIS,75,6.3,297.5,11.5,D,0
-31.931,147.248,304.8,1.2,1.1,2019/8/2,7,Terra,MODIS,60,6.3,290.6,6.4,D,0
-31.9409,147.2457,302.3,1.2,1.1,2019/8/2,7,Terra,MODIS,50,6.3,289.2,4.4,D,0
-32.1089,149.2395,300.4,1,1,2019/8/2,7,Terra,MODIS,32,6.3,289.9,4.1,D,0
-34.1861,142.2667,301.6,2.2,1.4,2019/8/2,7,Terra,MODIS,37,6.3,285.2,15.6,D,0
-34.1884,142.2718,306,2.2,1.4,2019/8/2,7,Terra,MODIS,63,6.3,285.1,25,D,0
-34.5834,147.9721,304.1,1.1,1,2019/8/2,7,Terra,MODIS,58,6.3,283.4,9.3,D,0
-34.4649,150.893,302.2,1,1,2019/8/2,7,Terra,MODIS,0,6.3,290.7,3.8,D,2
-34.4634,150.8819,306.9,1,1,2019/8/2,7,Terra,MODIS,56,6.3,291,6.9,D,2
-41.6233,148.2001,303.9,1,1,2019/8/2,9,Terra,MODIS,57,6.3,278.3,9.5,D,0
-41.6216,148.1881,329.8,1,1,2019/8/2,9,Terra,MODIS,86,6.3,280.8,32.5,D,0
-14.2906,134.939,337.2,1.6,1.2,2019/8/2,140,Terra,MODIS,88,6.3,304.5,62.4,D,0
-11.2207,131.8931,323.3,1,1,2019/8/2,140,Terra,MODIS,0,6.3,304.3,13.7,D,0
-11.2557,131.8785,324.1,1,1,2019/8/2,140,Terra,MODIS,77,6.3,303.5,14.8,D,0
-11.2571,131.8878,324.6,1,1,2019/8/2,140,Terra,MODIS,78,6.3,304,15.3,D,0
-11.5159,132.6096,326.4,1.1,1,2019/8/2,140,Terra,MODIS,75,6.3,303.1,18.8,D,0
-11.5173,132.6195,357.8,1.1,1,2019/8/2,140,Terra,MODIS,99,6.3,306,81,D,0
-11.5368,132.7585,317.9,1.1,1,2019/8/2,140,Terra,MODIS,60,6.3,302.7,8.9,D,0
-11.5266,132.6182,327.9,1.1,1,2019/8/2,140,Terra,MODIS,70,6.3,304,19.7,D,0
-11.5462,132.7572,327,1.1,1,2019/8/2,140,Terra,MODIS,79,6.3,303.5,19,D,0
-11.5827,132.6345,320.2,1.1,1,2019/8/2,140,Terra,MODIS,49,6.3,304.6,10.5,D,0
-11.5841,132.6445,321.5,1.1,1,2019/8/2,140,Terra,MODIS,54,6.3,303.5,11.4,D,0
-11.3928,130.8015,371.4,1,1,2019/8/2,140,Terra,MODIS,100,6.3,306.3,112.7,D,0
-11.3941,130.8105,353.6,1,1,2019/8/2,140,Terra,MODIS,97,6.3,306.4,61.6,D,0
-11.3954,130.8196,324.4,1,1,2019/8/2,140,Terra,MODIS,59,6.3,304.8,13.5,D,0
-11.3968,130.8287,322.2,1,1,2019/8/2,140,Terra,MODIS,41,6.3,305.4,11.2,D,0
-11.3995,130.8469,325.1,1,1,2019/8/2,140,Terra,MODIS,41,6.3,303.6,13.9,D,0
-11.4031,130.8092,321.2,1,1,2019/8/2,140,Terra,MODIS,42,6.3,303.2,10.3,D,0
-11.4098,130.8547,319,1,1,2019/8/2,140,Terra,MODIS,38,6.3,305.5,8.4,D,0
-11.4111,130.8638,322.4,1,1,2019/8/2,140,Terra,MODIS,68,6.3,303.5,11.9,D,0
-11.4208,130.8651,327.1,1,1,2019/8/2,140,Terra,MODIS,74,6.3,304.9,18.1,D,0
-11.4414,130.5086,324.6,1,1,2019/8/2,140,Terra,MODIS,43,6.3,307,9.7,D,0
-11.4427,130.5177,321.6,1,1,2019/8/2,140,Terra,MODIS,43,6.3,308.1,7.7,D,0
-11.5029,130.2408,362.6,1,1,2019/8/2,140,Terra,MODIS,100,6.3,303.4,92.2,D,3
-11.5043,130.25,341.8,1,1,2019/8/2,140,Terra,MODIS,68,6.3,305.5,38.8,D,0
-11.6442,130.385,338.2,1,1,2019/8/2,140,Terra,MODIS,88,6.3,304.2,28.7,D,0
-11.6456,130.3941,351.5,1,1,2019/8/2,140,Terra,MODIS,96,6.3,306.5,54.7,D,0
-11.7453,131.0684,319.4,1,1,2019/8/2,140,Terra,MODIS,60,6.3,303.3,9,D,0
-11.6545,130.3928,359,1,1,2019/8/2,140,Terra,MODIS,99,6.3,308.4,72.7,D,0
-11.6559,130.4019,359.3,1,1,2019/8/2,140,Terra,MODIS,99,6.3,308.5,73.7,D,0
-11.6444,130.2632,319.3,1,1,2019/8/2,140,Terra,MODIS,55,6.3,305.2,9.5,D,0
-11.6594,130.364,324.4,1,1,2019/8/2,140,Terra,MODIS,68,6.3,306.7,11.5,D,0
-11.6663,130.4097,348.3,1,1,2019/8/2,140,Terra,MODIS,94,6.3,308.4,48.5,D,0
-11.6676,130.4188,326.4,1,1,2019/8/2,140,Terra,MODIS,47,6.3,303.8,14.3,D,0
-11.687,130.4253,344,1,1,2019/8/2,140,Terra,MODIS,92,6.3,305.4,40.3,D,0
-11.696,130.4239,331.2,1,1,2019/8/2,140,Terra,MODIS,60,6.3,305.5,19.5,D,0
-11.7311,130.661,322,1,1,2019/8/2,140,Terra,MODIS,72,6.3,304.8,10.7,D,0
-11.7325,130.6701,346.1,1,1,2019/8/2,,,,,,,,,
